problem_id,problem_title,problem_url,difficulty_rating,pair_number,bug_category,bug_category_name,bug_description,correct_submission_id,buggy_submission_id,buggy_tests_passed
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,4,T3,Off-by-One / Boundary,"The buggy solution incorrectly loops up to 30 instead of using the actual count of elements `m`, leading to array index out of bounds issues and potentially missing valid elements in `b`, which results in wrong answers when calculating the minimum coins needed.",372900366,372900326,49
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,5,T4,Wrong Conditional Logic,"The buggy solution contains incorrect conditional logic when calculating the coins needed; it mistakenly accumulates the amount owed by using the expression 'v - a[pos]' instead of the correct 'v - (a[pos] & (v-1))', leading to incorrect results.",372899804,372899696,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,6,T4,Wrong Conditional Logic,"The buggy solution incorrectly handles the case where the value of the current bit exceeds the maximum available value from the priority queue. It fails to account for the need to fill this value adequately, which leads to incorrect answers.",372889568,372889326,39
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,7,T4,Wrong Conditional Logic,The buggy solution fails to handle the case where there are no bits set in 'b' when it should still consider being able to form the target XOR 'c'. This leads to wrong conditional logic regarding the number of coins needed.,372404593,372404398,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,8,T1,Integer Overflow / Data Type,"The buggy solution uses 'long long' for all integers but fails to properly handle cases where the maximum possible values cause overflows, especially since the solution conditions are checked with high numbers that exceed regular integer limits.",372342681,372341486,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,9,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly initializes the variable 'mx' to zero instead of negative one, leading to incorrect calculations of the required coins for certain queries, resulting in a greedy algorithm flaw.",372120387,372120016,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,10,T4,Wrong Conditional Logic,The buggy solution contains a logical flaw in the handling of the coins and the condition when to continue the loop in case of the highest bit being greater than the current value. This can lead to incorrect calculations on the number of coins required for achieving the desired result.,372093912,372093714,40
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,11,T4,Wrong Conditional Logic,The buggy solution has a flaw in its conditional logic for handling the case when the current number is not sufficient to fulfill the necessary XOR result. It fails to account for scenarios where multiple operations are needed when reducing from larger numbers.,371926692,371926189,39
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,12,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic when it processes the maximum element from the multiset. It improperly updates the `orr` variable, which leads to incorrect adjustments for the required number of coins.",371870136,371868657,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,13,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic in how it manages the bitwise relations between the created sequence `b` and the target value `c`, leading to an incorrect amount of coins being calculated.",371377930,371377760,3
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,14,T4,Wrong Conditional Logic,The buggy solution contains an incorrect conditional logic in the loop that determines when to break out based on the priority queue's top element. This leads to incorrect calculations for the number of coins needed.,371332073,371331890,39
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,15,T4,Wrong Conditional Logic,"The buggy solution incorrectly shifts by `i` instead of `i-1` when calculating `x ^= 1 << i;`, which results in wrong conditional logic for handling bits during the XOR computation.",371190395,371190358,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,16,T5,Greedy / Algorithmic Flaw,"The buggy solution contains an algorithmic flaw in how it attempts to maximize the values of 'b_i' to achieve the desired XOR, resulting in incorrect calculations of the coins required for some cases.",371155292,371152463,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,17,T5,Greedy / Algorithmic Flaw,"The buggy solution does not account for situations where increasing an element should happen to achieve the required XOR result. Specifically, it may incorrectly manage the adjustments needed for elements, leading to suboptimal choices and incorrect results.",370828849,370828029,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,18,T4,Wrong Conditional Logic,"The buggy solution contains incorrect conditional logic for determining the minimum coins required to make the XOR equal to the target. Particularly, the use of `lg(c)` and handling of the loop logic leads to incorrect paths being taken in the algorithm.",370827148,370003165,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,19,T6,State / Initialization,"The buggy solution does not initialize the multiset used to store the integers for each query correctly, as it does not clear or recreate it for each test case, potentially leading to incorrect results across different queries.",370617008,370616848,42
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,20,T2,Modular Arithmetic Error,"The buggy solution incorrectly handles the conditions for determining when to break from the inner loop; it does not properly check cases where the current count of bits is less than expected, leading to incorrect logic in modifying the counts.",370606640,370604269,1
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,21,T6,State / Initialization,"The buggy solution fails to properly initialize the 'vis' array for tracking the status of indices after processing queries, leading to incorrect behavior during future queries. Specifically, it incorrectly sets 'vis[i]' to 0 instead of resetting the status, resulting in erroneous calculations.",370530874,370530652,3
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,22,T2,Modular Arithmetic Error,"The buggy solution incorrectly modifies the multiset of available values during the loop, which can lead to incorrect answers when determining the minimum coins required, resulting in a greedy algorithmic flaw.",370394721,370393984,42
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,23,T2,Modular Arithmetic Error,"The buggy solution attempts to modify the sequence to satisfy the XOR condition but fails to account for cases where a bit needs to be set that cannot be achieved with the values given in the input, leading to incorrect results.",370022844,370022694,38
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,24,T5,Greedy / Algorithmic Flaw,The buggy solution appears to implement a flawed algorithmic approach as it incorrectly assumes it only needs to check the maximum of 30 elements from the array instead of properly calculating with all elements required to meet the XOR conditions. This might miss some optimal values that would result in lesser coin usage.,369932274,369932219,3
2165C,Binary Wine,https://codeforces.com/contest/2165/problem/C,2000,25,T4,Wrong Conditional Logic,"The buggy solution fails in conditional logic when determining how to decrease the values of `vl`. It doesn't correctly handle the case when `rin` and `tin` differ, leading to incorrect calculations of coins needed.",369869991,369867688,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,1,T4,Wrong Conditional Logic,"The buggy solution incorrectly attempts to update the 'curr' variable using 'min' instead of 'max', which leads to incorrect calculations in finding the route for maximizing the total pleasure and thereby results in wrong output.",373211847,373211736,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,2,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly calculates the minimum possible pleasure Michelangelo can achieve, leading to an incorrect result. The logic used in selecting which cells to attempt to nullify the pleasure does not adhere to the greedy choice property required to consistently minimize the total pleasure.",373013416,373012745,7
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,3,T4,Wrong Conditional Logic,The buggy solution incorrectly initializes the variable 'ans' to INF instead of the maximum possible pleasure. This causes it to generate wrong minimum pleasure outcomes as it does not account for the correct methodology to accumulate the minimum pleasure.,372967189,372966875,52
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,4,T1,Integer Overflow / Data Type,"The buggy solution uses 'int' for the pizza slice values, while the correct solution uses 'i64' (long long) to handle large values resulting from the sum of slices. This may lead to integer overflow for cases with high positive or negative values, causing incorrect results.",372781237,372780894,12
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,5,T4,Wrong Conditional Logic,"The buggy solution incorrectly processes the transition conditions in the calculation of minimum pleasure, leading to erroneous comparisons and results in determining which direction to consider after applying the sauce.",372759070,372758772,48
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,6,T5,Greedy / Algorithmic Flaw,"The buggy solution attempts to calculate the maximum possible pleasure using dynamic programming but incorrectly updates the states for dp1 and dp2 arrays, leading to suboptimal choices for the path sum, thus failing to find the true minimum pleasure Michelangelo could achieve.",372754957,372753773,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,7,T4,Wrong Conditional Logic,"The buggy solution contains a logical flaw in the way it calculates the best scores when applying Raphael's sauce. Specifically, the algorithm fails to correctly process certain transitions for determining the path that Michelangelo would take, leading to incorrect results.",372408699,372408319,17
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,8,T4,Wrong Conditional Logic,"The buggy solution uses an incorrect initialization value for 'INF', which can lead to wrong comparisons in the logic for calculating the maximum pleasure. It should represent the maximum possible value correctly to ensure accurate conditions for optimization.",9698217,6839897,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,9,T3,Off-by-One / Boundary,"The buggy solution incorrectly iterates over the matrix dimensions in a way that skips the last column and last row, leading to missing crucial elements and resulting in an incorrect path sum calculation.",2386265,7164286,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,10,T3,Off-by-One / Boundary,"The buggy solution incorrectly uses 'if(j-1>0)' instead of the correct conditional 'if(j-1>=0)' when processing the multiset. This could result in an off-by-one error, especially when j is 1.",8031269,5237471,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,11,T4,Wrong Conditional Logic,"The buggy solution contains an error in the conditional logic where it calculates the maximum pleasure path and does not properly account for the negative impact of applying the sauce, resulting in incorrect minimum pleasure computation.",3198290,7006943,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,12,T4,Wrong Conditional Logic,"The buggy solution incorrectly initializes the variable `ans` to zero instead of a large value, which can lead to incorrect comparisons when calculating the minimum pleasure, as it could mistakenly return zero when it should return a valid minimum pleasure instead.",9652358,2219891,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,13,T3,Off-by-One / Boundary,The buggy solution includes a special condition to handle the case where the pizza has only one slice but does not properly account for how the sauce affects the optimal path calculation in more general cases. This leads to incorrect evaluations of the minimum pleasure.,3973368,3985442,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,14,T8,I/O and Output Format,The buggy solution incorrectly outputs the result with an additional space at the end instead of just the integer result. This outputs an incorrect format leading to a wrong answer verdict.,8089408,2260043,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,15,T4,Wrong Conditional Logic,"The buggy solution has an incorrect calculation when subtracting the pleasure from the slice that Raphael applies sauce to; it should subtract twice the value of that slice instead of just once, leading to incorrect minimum pleasure outcomes.",2813715,4525624,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,16,T4,Wrong Conditional Logic,The buggy solution fails to update or maintain the necessary conditions in the inner loop when handling the current cell's value and computing the total pleasure after the sauce is applied. This leads to incorrect results due to wrong conditional logic.,1392112,7431592,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,17,T4,Wrong Conditional Logic,The logic used to calculate the current pleasure in the buggy solution does not account for the pleasure from eating the slice; it just finds the maximum pleasure up to that point instead of also including the slice value as it should. This leads to incorrect minimum pleasure calculation after applying the sauce.,9078745,9222329,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,18,T4,Wrong Conditional Logic,The buggy solution uses a 'min' operation in the second dynamic programming table initialization where it should use 'max' to correctly calculate the maximum pleasure along the path. This fundamentally alters the logic of how pleasure is propagated through the grid.,5766348,8158949,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,19,T3,Off-by-One / Boundary,"The buggy solution incorrectly initializes the second dynamic programming array dp2, leading to errors when calculating the optimal paths. The range in the second for loop should start from n-1 instead of n-2 for the bottom-up calculation of dp2.",6751228,9992675,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,20,T3,Off-by-One / Boundary,"The buggy solution incorrectly initializes the loop indices and conditions for accessing the array and accumulation of results, potentially causing off-by-one errors in the dynamic programming table calculations.",6061588,1056152,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,21,T5,Greedy / Algorithmic Flaw,"The buggy solution does not correctly compute the dynamic programming values for `dp1`, which should represent the maximum pleasure obtainable by reaching each cell. By failing to consider the correct values from previous cells, the algorithm produces an incorrect path and thus a wrong final answer.",5703596,9404588,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,22,T3,Off-by-One / Boundary,"The buggy solution has an off-by-one error in the second loop where it calculates dp2 values; it uses 'j>0' instead of 'j>=0', which leads to incorrect calculations for the pleasure in the edge cases of the row.",9379977,2350857,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,23,T4,Wrong Conditional Logic,"The buggy solution incorrectly initializes 'ans' to -INF instead of a suitable maximum value, causing it to fail to correctly compute the minimum pleasure Michelangelo can achieve after Raphael applies sauce to a pizza slice.",7944092,3786159,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,24,T3,Off-by-One / Boundary,"The buggy solution incorrectly checks the boundary condition for the bottom-right corner when evaluating the second dynamic programming table; it uses 'if(i==n && j==m)' instead of 'if(i==n-1 && j==m-1)', leading to wrong results for certain inputs.",3151366,6586031,1
2194E,The Turtle Strikes Back,https://codeforces.com/contest/2194/problem/E,2000,25,T4,Wrong Conditional Logic,"The buggy solution incorrectly updates the multiset for the second dimension of the pizza grid; it should insert the updated `dp1[i][j] + dp2[i][j+1]` instead of just `dp1[i][j]`, leading to wrong conditions for the min pleasure calculation.",2552021,5740014,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,1,T6,State / Initialization,"The buggy solution initializes an array `lst` and an array `dp` with a size of `MAXN` set to 200006, which is insufficient for the maximum constraints where `n` can go up to 300000. This can lead to undefined behavior and incorrect outputs.",372473634,372473590,20
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,2,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly uses a nested loop to calculate valid pairings in the bracket sequence, which can lead to incorrect counting of valid subsequences. The correct algorithm should work in a more efficient manner using dynamic programming without nested iterations.",372381125,372380736,19
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,3,T1,Integer Overflow / Data Type,"The buggy solution uses a buffer size of 200005, which is insufficient for the input constraints leading to potential overflow or data corruption when handling larger input sizes near the maximum limit of 300000.",372321430,372321399,20
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,4,T2,Modular Arithmetic Error,"The buggy solution has incorrect conditional logic in the subsequence counting logic where it overlooks adding the modulo operation, potentially leading to an incorrect cumulative 'ans' value. This affects the correctness of the final answer output.",371642921,371642856,6
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,5,T4,Wrong Conditional Logic,"The buggy solution incorrectly calculates the value of 'cur_dp' during the update where it neglects to ensure the parentheses count is balanced, resulting in incorrect conditional calculations.",371565862,371564883,7
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,6,T5,Greedy / Algorithmic Flaw,"The buggy solution makes incorrect assumptions about the subsequences that can be shifted while maintaining a valid bracket sequence due to its greedy approach, leading to incorrect calculations of valid subsequences.",371308666,371308348,17
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,7,T5,Greedy / Algorithmic Flaw,"The buggy solution has errors in its greedy approach to counting valid subsequences that keep the bracket sequence regular after shifting. Specifically, it does not correctly track the necessary conditions to maintain the bracket balance, leading to incorrect counts.",370666686,370663229,18
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,8,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly handles the accumulation of valid subsequences and doesn't correctly manage the state when brackets are shifted, leading to an incorrect count of valid subsequences. It appears to rely on an inappropriate greedy approach rather than accounting for the full combinatorial nature of valid subsequences.",370563510,370563236,6
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,9,T1,Integer Overflow / Data Type,"The buggy solution uses an array size of N=200010, whereas it should be N=300010, which can lead to buffer overflows or incorrect behavior when processing longer inputs.",370324672,370324647,20
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,10,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic in the handling of the variable 'preR' within the else block, which causes incorrect accumulation of counts, leading to wrong answers for certain inputs.",370243982,370243893,7
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,11,T4,Wrong Conditional Logic,"The buggy solution has incorrect calculations in the way it handles the combinatorial math for the subsequences; it fails to correctly account for the full count of valid shifts, particularly when constructing the total from safe subsequences, leading to wrong output values.",370203860,370203529,6
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,12,T2,Modular Arithmetic Error,"In the buggy solution, the calculation of variable L is missing the modulo operation, which can lead to incorrect values that cause the wrong answer verdict. This indicates a flaw in the conditional logic handling the bracket shifting logic.",370107862,370104868,7
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,13,T4,Wrong Conditional Logic,"The buggy solution improperly uses the variable 'sum' without initializing it when 'lastP' is -1, which leads to incorrect results due to using garbage values in calculations. This indicates a flaw in the conditional logic employed in the subsequence processing.",370062870,370062650,6
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,14,T1,Integer Overflow / Data Type,"The buggy solution incorrectly defines the maximum size of the 'dp', 'pref', and 'F' arrays with 'maxn = 2e5 + 5' instead of 'maxn = 3e5 + 5', leading to potential out-of-bounds access which contributes to incorrect results.",370062833,370062585,6
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,15,T2,Modular Arithmetic Error,"In the buggy solution, the multiplication of dp[i+1] by 2 is done without using the modint type, leading to potential overflow and resulting in incorrect answers in certain test cases.",369988900,369988171,6
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,16,T1,Integer Overflow / Data Type,"The variable pw is declared as an integer in the buggy solution, which can lead to incorrect results due to integer overflow when it multiplies by 2. In the correct solution, pw is declared as a long long to prevent this issue.",2399921,1095842,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,17,T3,Off-by-One / Boundary,"The buggy solution incorrectly processes the input loop using 'i < n' instead of 'i <= n', causing it to miss the last character of the bracket sequence, leading to incorrect calculations and ultimately a wrong answer.",2508394,3792251,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,18,T3,Off-by-One / Boundary,"The buggy solution uses `<= 2` for the condition on `pre_sum[i]`, leading to incorrect handling of regular bracket sequences, as it should specifically check for `< 2` to avoid resetting `pre_high` at incorrect moments.",9326587,2959205,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,19,T3,Off-by-One / Boundary,"The buggy solution does not handle the boundary condition where the current opening bracket count (`pre_sum[i]`) is less than 2 correctly, leading to incorrect results for certain subsequences.",9295991,2901930,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,20,T6,State / Initialization,"The buggy solution fails to properly initialize the 'lst' and 'dp' arrays in the 'init()' function, which can cause incorrect results during the computation of the subsequences, leading to a WRONG_ANSWER verdict.",2319278,8402010,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,21,T3,Off-by-One / Boundary,"The buggy solution incorrectly handles the case when 'n' equals 2 by prematurely returning an answer of 1, which overlooks the justifications needed for valid subsequences, leading to miscounting valid subsequences for other inputs.",3255964,6433511,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,22,T8,I/O and Output Format,"The buggy solution incorrectly ends output for each test case with a space instead of a newline, which leads to formatting issues in the output. This prevents the solution from being considered correct.",1659225,3754321,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,23,T3,Off-by-One / Boundary,"The buggy solution fails to account for the proper handling of subsequences by not processing the shift operation correctly, particularly the exponentiation of 'pw' which is not designed to work in all conditions. This results in an incorrect count of valid subsequences.",8850344,9692129,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,24,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic where it treats ')' as if it were '(' when computing the prefix sums and the contributions to the answer. This fundamentally changes the computations for subsequences, leading to a wrong answer.",5892927,1764716,1
2201C,Rigged Bracket Sequence,https://codeforces.com/contest/2201/problem/C,2000,25,T6,State / Initialization,"The buggy solution incorrectly initializes the arrays within the `init()` function, specifically using `n` instead of allocating correctly based on the problem constraints, which can lead to incorrect behavior when processing the bracket sequence.",3852887,1047939,1
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,1,T5,Greedy / Algorithmic Flaw,"The buggy solution contains a flaw in the algorithmic approach to determine the number of occurrences of elements in the subarray. It uses a fixed number of random checks (28) instead of ensuring a complete count of occurrences within the specified range, which may lead to incorrect results.",372937292,372937274,3
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,2,T4,Wrong Conditional Logic,"The buggy solution fails to check the correct boundaries for valid occurrences of elements strictly greater than the calculated threshold, leading to potentially incorrect outputs for the queries.",372782594,372782328,16
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,3,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly attempts to pick performance records based on random sampling, which does not guarantee correct results for all queries. The correct algorithm should ensure counting occurrences directly in the specified range rather than relying on a probabilistic approach.",372708413,372708027,41
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,4,T3,Off-by-One / Boundary,"The buggy solution does not correctly handle the boundary conditions when processing the queries. Specifically, it fails to account for cases where the segment length is very small, potentially leading to incorrect indexing or counts.",372689152,372689031,41
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,5,T5,Greedy / Algorithmic Flaw,"The buggy solution's algorithm for finding elements that occur more than the specified threshold is flawed due to incorrectly processing frequencies stored in the 'spaghetticode' set. It does not adequately ensure that all necessary counts are checked against the required threshold, leading to incorrect results.",372359006,372357502,4
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,6,T5,Greedy / Algorithmic Flaw,"The buggy solution uses a segment tree and performs updates and queries incorrectly, leading to wrong counts of occurrences in the specified ranges, which causes it to produce incorrect results for some queries.",372284166,372283100,3
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,7,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly uses a random element from the subarray to determine conditions instead of consistently counting occurrences, leading to potential misses in valid answers. This results in an algorithmic flaw in identifying numbers that meet the frequency criteria.",372093941,372093687,75
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,8,T4,Wrong Conditional Logic,"The buggy solution uses 'rand()' instead of 'mrand()' which produces non-deterministic results. This can lead to incorrect conditionals since the random selections do not guarantee all relevant elements are tested, resulting in potentially missing valid answers.",372092557,372092388,38
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,9,T3,Off-by-One / Boundary,"The buggy solution incorrectly adjusts the indices of the array by decrementing them twice when reading queries, which causes it to access the wrong elements and leads to incorrect answers.",371976251,371975943,44
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,10,T7,Corner Case Omission,"The buggy solution incorrectly initializes the array `arr` to have a fixed size of 30 instead of `MAXN`, leading to potential out-of-bounds access when handling larger inputs, which can cause incorrect behavior and results.",371371767,371371498,3
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,11,T3,Off-by-One / Boundary,"The buggy solution fails to correctly handle the boundary condition when comparing occurrences, specifically when determining if the occurrences are strictly greater than the floor division. The inclusion of the occurrence check without the strictness could lead to incorrect outputs in specific cases.",371192290,371192074,2
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,12,T4,Wrong Conditional Logic,The buggy solution improperly uses the map 'm' to count occurrences of elements in the array. It does not properly map or track occurrences as indices in 'f' are not used correctly leading to incorrect answers for queries.,370878180,370878132,14
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,13,T8,I/O and Output Format,The buggy solution incorrectly outputs the original record values instead of the mapped unique values. This discrepancy leads to the wrong answers as specified in the problem statement regarding the output format.,370470454,370470298,2
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,14,T5,Greedy / Algorithmic Flaw,"The buggy solution attempts to use a randomized approach for larger queries which might miss correct elements that actually meet the frequency condition, leading to wrong answers in some cases.",370254951,370254618,3
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,15,T4,Wrong Conditional Logic,"The buggy solution checks frequency counts against the wrong bounds in the second condition of the query processing, which leads to incorrect answers being generated. Instead of checking frequencies for only the relevant elements, it checks frequencies for all elements up to n, potentially causing wrong output.",370202637,370202344,72
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,16,T5,Greedy / Algorithmic Flaw,"The buggy solution uses a random sampling technique to select elements instead of counting all elements in the specified range, which can lead to missing some elements that meet the criteria. This flawed approach may produce incorrect results, resulting in a WRONG_ANSWER verdict.",370106788,370104323,14
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,17,T8,I/O and Output Format,"The buggy solution does not sort the results before outputting them, which could lead to incorrect output format as the problem statement requires the results to be in sorted order.",370075880,370075779,2
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,18,T4,Wrong Conditional Logic,"The buggy solution fails to initialize the 'dih' map for each query, resulting in incorrect frequency counts when processing multiple queries. As a consequence, it incorrectly identifies which elements occur strictly more than the threshold in segments of the array.",369998311,369997749,42
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,19,T5,Greedy / Algorithmic Flaw,"The buggy solution incorrectly uses the actual values of the performance records instead of their counts to determine which records exceed the threshold. This flawed logic leads to incorrect results, particularly because it fails to correctly handle the conditions required by the problem.",369846290,369845617,14
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,20,T5,Greedy / Algorithmic Flaw,"The buggy solution uses random sampling to determine occurrences in the subarray, which can lead to incorrect results since not all elements are guaranteed to be considered. This flaw in the algorithm may produce cases where the right answer isn't captured.",369826862,369826728,14
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,21,T4,Wrong Conditional Logic,The buggy solution does not correctly handle the threshold condition used for determining the occurrences of record values compared to the required threshold to be considered valid. This results in incorrect outputs for certain queries.,369806889,369806820,2
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,22,T3,Off-by-One / Boundary,"The buggy solution incorrectly calculates the threshold for the count of occurrences by using the formula `(r - l + 1) / 3`, whereas it should account for strict inequality by adding 1 to the floor value, leading to off-by-one errors when determining if a value occurs strictly more than the required number of times.",369535027,369530705,2
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,23,T4,Wrong Conditional Logic,"The buggy solution incorrectly computes the required frequency threshold as `(szie / 3) + 1`, while it should be strictly more than `floor(szie / 3)`, leading to incorrect results for some queries.",369515384,369515265,22
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,24,T4,Wrong Conditional Logic,"The buggy solution uses the condition 'if((-sz) * 3 >= cur)' instead of 'if((-sz) * 3 > cur)' when deciding which elements to include, incorrectly allowing elements that do not occur strictly more than the threshold count.",369506228,369506055,4
2149G,Buratsuta 3,https://codeforces.com/contest/2149/problem/G,2100,25,T5,Greedy / Algorithmic Flaw,"The buggy solution employs a random selection of elements for each query, which may not cover all cases and can lead to missing valid results or incorrect outputs, indicating a greedy or algorithmic flaw.",369124148,369120124,14
2159B,Rectangles,https://codeforces.com/contest/2159/problem/B,2100,1,T3,Off-by-One / Boundary,"The buggy solution has a potential off-by-one error in the loop that checks for the right boundary of rectangles, which could lead to missing valid rectangles, especially at the grid boundaries.",372688872,372688131,2
